QCR HOLDINGS INC,,11,3,27%,,,MOLINE
QEP RESOURCES INC.,,8,1,13%,Energy,Colorado,DENVER
QIAGEN NV,,7,2,29%,Healthcare,,VENLO
Qorvo Inc.,,11,1,9%,,,GREENSBORO
QTS Realty Trust Inc.,,8,1,13%,,,OVERLAND PARK
Quad/Graphics Inc.,,9,1,11%,Industrials,Wisconsin,SUSSEX
QUAKER CHEMICAL CORP,,9,1,11%,,,CONSHOHOCKEN
QUALCOMM INC/DE,,11,2,18%,Technology,California,SAN DIEGO
QUALITY CARE PROPERTIES INC.,,7,1,14%,,,BETHESDA
QUALITY SYSTEMS INC,,9,1,11%,,,IRVINE
QUALYS INC.,,7,2,29%,Technology,California,REDWOOD CITY
Quanex Building Products CORP,,6,1,17%,,,HOUSTON
QUANTA SERVICES INC,,9,1,11%,Industrials,Texas,HOUSTON
QUANTUM CORP /DE/,,7,0,0%,Technology,California,SAN JOSE
QUEST DIAGNOSTICS INC,,9,3,33%,Healthcare,New Jersey,MADISON
QUIDEL CORP /DE/,,7,1,14%,Healthcare,California,SAN DIEGO
QUINSTREET INC,,8,2,25%,Technology,California,FOSTER CITY
Quintiles IMS Holdings Inc.,,11,0,0%,Healthcare,North Carolina,DURHAM
Quotient Technology Inc.,,7,1,14%,,,MOUNTAIN VIEW
R1 RCM INC.,,10,0,0%,,,CHICAGO
Rackspace Hosting Inc.,,8,2,25%,Technology,Texas,City of Windcrest
RADIAN GROUP INC,,10,1,10%,Financial Services,Pennsylvania,PHILADELPHIA
RADIANT LOGISTICS INC,,4,0,0%,,,BELLEVUE
Radio One Inc.,,7,1,14%,Consumer Cyclical,Maryland,Silver Spring
RADISYS CORP,,7,0,0%,,,HILLSBORO
Radius Health Inc.,,10,1,10%,,,WALTHAM
RadNet Inc.,,7,0,0%,,,LOS ANGELES
RAIT Financial Trust,,9,1,11%,Real Estate,Pennsylvania,PHILADELPHIA
RALPH LAUREN CORP,,11,3,27%,Consumer Cyclical,New York,NEW YORK
Ramaco Resources Inc.,,8,0,0%,,,LEXINGTON
RAMBUS INC,,7,1,14%,Technology,California,SUNNYVALE
RAMCO GERSHENSON PROPERTIES TRUST,,7,1,14%,,,FARMINGTON HILLS
RANGE RESOURCES CORP,,11,2,18%,Energy,Texas,FORT WORTH
Rapid7 Inc.,,9,1,11%,,,BOSTON
RAVEN INDUSTRIES INC,,8,1,13%,,,SIOUX FALLS
RAYMOND JAMES FINANCIAL INC,,11,2,18%,Financial Services,Florida,ST. PETERSBURG
RAYONIER ADVANCED MATERIALS INC.,,9,1,11%,,,JACKSONVILLE
RAYONIER INC,,9,2,22%,Basic Materials,Florida,JACKSONVILLE
RAYTHEON COMPANY,,11,2,18%,Industrials,Massachusetts,WALTHAM
RBC Bearings INC,,8,0,0%,,,OXFORD
RE/MAX Holdings Inc.,,10,4,40%,Real Estate,Colorado,DENVER
READING INTERNATIONAL INC,,9,3,33%,,,CULVER CITY
REALNETWORKS INC,,7,2,29%,,,SEATTLE
REALOGY HOLDINGS CORP.,,9,3,33%,Real Estate,New Jersey,MADISON
REALPAGE INC,,7,0,0%,,,RICHARDSON
REALTY INCOME CORP,,8,2,25%,Real Estate,California,SAN DIEGO
REATA PHARMACEUTICALS INC,,6,0,0%,,,IRVING
RED HAT INC,,8,2,25%,Technology,North Carolina,RALEIGH
Red Lion Hotels CORP,,9,1,11%,,,SPOKANE
RED ROBIN GOURMET BURGERS INC,,9,4,44%,,,GREENWOOD VILLAGE
Red Rock Resorts Inc.,,5,0,0%,,,LAS VEGAS
REDWOOD TRUST INC,,9,4,44%,Real Estate,California,MILL VALLEY
REGAL BELOIT CORP,,10,2,20%,Industrials,Wisconsin,BELOIT
REGAL ENTERTAINMENT GROUP,,9,1,11%,Consumer Cyclical,Tennessee,KNOXVILLE
REGENCY CENTERS CORP,,11,1,9%,Real Estate,Florida,JACKSONVILLE
REGENERON PHARMACEUTICALS INC,,13,3,23%,Healthcare,New York,TARRYTOWN
REGENXBIO Inc.,,8,0,0%,,,ROCKVILLE
Regional Management Corp.,,7,0,0%,,,GREER
REGIONS FINANCIAL CORP,,14,3,21%,Financial Services,Alabama,BIRMINGHAM
REGIS CORP,,8,1,13%,Consumer Cyclical,Minnesota,EDINA
Regulus Therapeutics Inc.,,7,0,0%,Healthcare,California,San Diego
REINSURANCE GROUP OF AMERICA INC,,11,4,36%,Financial Services,Missouri,CHESTERFIELD
Reis Inc.,,5,0,0%,,,NEW YORK
RELIANCE STEEL & ALUMINUM CO,,11,2,18%,Basic Materials,California,LOS ANGELES
RENAISSANCERE HOLDINGS LTD,,11,2,18%,Financial Services,,PEMBROKE
RENASANT CORP,,16,1,6%,,,TUPELO
Renewable Energy Group Inc.,,8,0,0%,,,AMES
RENT A CENTER INC DE,,7,0,0%,Industrials,Texas,PLANO
Rentech Inc.,,8,0,0%,Basic Materials,California,Los Angeles
REPLIGEN CORP,,7,1,14%,,,WALTHAM
Republic Airways Holdings Inc.,,7,0,0%,Industrials,Indiana,Indianapolis
REPUBLIC BANCORP INC /KY/,,7,1,14%,Financial Services,Kentucky,LOUISVILLE
REPUBLIC FIRST BANCORP INC,,7,1,14%,,,PHILADELPHIA
REPUBLIC SERVICES INC.,,10,2,20%,Industrials,Arizona,PHOENIX
RESMED INC,,8,1,13%,Healthcare,California,SAN DIEGO
Resolute Energy Corp,,7,0,0%,,,DENVER
Resolute Forest Products Inc.,,9,1,11%,Basic Materials,,Montreal Quebec
Resource Capital Corp.,,10,1,10%,,,NEW YORK
RESOURCES CONNECTION INC,,9,3,33%,Industrials,California,IRVINE
Restaurant Brands International Inc,,12,0,0%,Consumer Cyclical,Ontario,Oakville
RETAIL OPPORTUNITY INVESTMENTS CORP,,8,1,13%,Real Estate,California,SAN DIEGO
RETAIL PROPERTIES OF AMERICA INC.,,9,1,11%,,,OAK BROOK
Retrophin Inc.,,8,0,0%,,,SAN DIEGO
REV Group Inc.,,9,0,0%,,,MILWAUKEE
Revance Therapeutics Inc.,,8,1,13%,,,NEWARK
REVLON INC /DE/,,14,5,36%,Consumer Defensive,New York,NEW YORK
REX AMERICAN RESOURCES Corp,,8,0,0%,,,DAYTON
Rexahn Pharmaceuticals Inc,,7,0,0%,Healthcare,Maryland,Rockville
Rexford Industrial Realty Inc.,,7,0,0%,,,LOS ANGELES
Rexnord Corp,,10,1,10%,Industrials,Wisconsin,MILWAUKEE
RGC RESOURCES INC,,9,2,22%,Utilities,Virginia,ROANOKE
RH,,9,3,33%,Consumer Cyclical,California,CORTE MADERA
Rice Energy Inc.,,7,1,14%,,,CANONSBURG
RIGEL PHARMACEUTICALS INC,,6,0,0%,Healthcare,California,SOUTH SAN FRANCISCO
RIGHTSIDE GROUP LTD.,,6,1,17%,,,KIRKLAND
RigNet Inc.,,9,0,0%,,,HOUSTON
RING ENERGY INC.,,6,0,0%,,,MIDLAND
RingCentral Inc,,5,1,20%,,,BELMONT
RITE AID CORP,,9,2,22%,Consumer Defensive,Pennsylvania,CAMP HILL
Riverbed Technology Inc.,,9,1,11%,Technology,California,San Francisco
RIVERVIEW BANCORP INC,,9,1,11%,,,VANCOUVER
RLI CORP,,12,1,8%,,,PEORIA
RLJ Lodging Trust,,7,1,14%,Real Estate,Maryland,BETHESDA
RMR Group Inc.,,5,1,20%,,,NEWTON
Roadrunner Transportation Systems Inc.,,10,1,10%,Industrials,Wisconsin,Cudahy
Rocket Fuel Inc.,,8,1,13%,,,REDWOOD CITY
ROCKWELL AUTOMATION INC,,11,2,18%,Industrials,Wisconsin,MILWAUKEE
ROCKWELL COLLINS INC,,9,2,22%,Industrials,Iowa,CEDAR RAPIDS
ROCKWELL MEDICAL INC.,,5,1,20%,,,WIXOM
ROGERS CORP,,7,2,29%,,,ROGERS
Roku Inc,,8,0,0%,Communication Services,California,Los Gatos
ROLLINS INC,,9,1,11%,,,ATLANTA
Roper Technologies Inc.,,9,2,22%,Industrials,Florida,SARASOTA
ROSETTA STONE INC,,6,1,17%,Technology,Virginia,ARLINGTON
ROSS STORES INC,,11,2,18%,Consumer Cyclical,California,DUBLIN
Rovi Corporation,,8,1,13%,Technology,California,Santa Clara
ROWAN COMPANIES PLC,,9,1,11%,Energy,Texas,HOUSTON
ROYAL CARIBBEAN CRUISES LTD,,12,2,17%,Consumer Cyclical,Florida,MIAMI
ROYAL GOLD INC,,8,0,0%,Basic Materials,Colorado,DENVER
RPC INC,,9,2,22%,Energy,Georgia,ATLANTA
RPM INTERNATIONAL INC/DE/,,12,2,17%,Basic Materials,Ohio,MEDINA
RPX Corp,,8,2,25%,Industrials,California,SAN FRANCISCO
RR Donnelley & Sons Co,,7,2,29%,Industrials,Illinois,CHICAGO
RSP Permian Inc.,,8,0,0%,,,DALLAS
RTI SURGICAL INC.,,10,1,10%,Healthcare,Florida,ALACHUA
RUBICON PROJECT INC.,,7,1,14%,,,LOS ANGELES
RUBY TUESDAY INC,,8,0,0%,,,MARYVILLE
RUDOLPH TECHNOLOGIES INC,,7,0,0%,,,WILMINGTON
RUSH ENTERPRISES INC \TX\,,6,0,0%,Consumer Cyclical,Texas,NEW BRAUNFELS
Ruths Hospitality Group Inc.,,7,3,43%,Consumer Cyclical,Florida,WINTER PARK
RYDER SYSTEM INC,,11,3,27%,Industrials,Florida,MIAMI
Ryerson Holding Corp,,7,2,29%,Industrials,Illinois,CHICAGO
Ryman Hospitality Properties Inc.,,9,2,22%,,,NASHVILLE
S&P Global Inc.,,11,4,36%,Industrials,New York,NEW YORK
S&T BANCORP INC,,13,1,8%,,,INDIANA
Sabra Health Care REIT Inc.,,5,0,0%,,,IRVINE
Sabre Corp,,10,2,20%,Technology,Texas,SOUTHLAKE
SAFEGUARD SCIENTIFICS INC,,6,1,17%,,,RADNOR
SAFETY INSURANCE GROUP INC,,5,0,0%,Financial Services,Massachusetts,BOSTON
SAGA COMMUNICATIONS INC,,6,0,0%,,,GROSSE POINTE FARMS
Sage Therapeutics Inc.,,6,0,0%,,,CAMBRIDGE
SAIA INC,,9,0,0%,,,JOHNS CREEK
SALEM MEDIA GROUP INC. /DE/,,9,0,0%,,,CAMARILLO
SALESFORCE COM INC,,11,3,27%,Technology,California,SAN FRANCISCO
Sally Beauty Holdings Inc.,,9,3,33%,Consumer Cyclical,Texas,DENTON
Sanchez Energy Corp,,8,0,0%,,,HOUSTON
SANDERSON FARMS INC,,12,4,33%,Consumer Defensive,Mississippi,LAUREL
SANDRIDGE ENERGY INC,,5,0,0%,Energy,Oklahoma,OKLAHOMA CITY
SANDY SPRING BANCORP INC,,12,3,25%,Financial Services,Maryland,OLNEY
SANFILIPPO JOHN B & SON INC,,9,1,11%,,,ELGIN
SANGAMO THERAPEUTICS INC,,8,2,25%,Healthcare,California,RICHMOND
SANMINA CORP,,9,2,22%,Technology,California,SAN JOSE
Sanofi,,12,5,42%,Healthcare,,Paris
Santander Consumer USA Holdings Inc.,,12,1,8%,,,DALLAS
Sarepta Therapeutics Inc.,,5,1,20%,,,CAMBRIDGE
SAUL CENTERS INC,,11,0,0%,Real Estate,Maryland,BETHESDA
SBA COMMUNICATIONS CORP,,8,1,13%,Communication Services,Florida,BOCA RATON
SCANA CORP,,10,2,20%,Utilities,South Carolina,CAYCE
SCANSOURCE INC,,6,0,0%,Technology,South Carolina,GREENVILLE
SCHLUMBERGER LTD /NV/,,12,3,25%,Energy,Texas,HOUSTON
Schneider National Inc.,,9,2,22%,,,GREEN BAY
SCHNITZER STEEL INDUSTRIES INC,,8,2,25%,Industrials,Oregon,PORTLAND
SCHOLASTIC CORP,,9,2,22%,Consumer Cyclical,New York,NEW YORK
School Specialty Inc.,,8,2,25%,Consumer Cyclical,Wisconsin,Greenville
SCHULMAN A INC,,8,1,13%,Basic Materials,Ohio,FAIRLAWN
SCHWAB CHARLES CORP,,15,2,13%,Financial Services,California,SAN FRANCISCO
SCHWEITZER MAUDUIT INTERNATIONAL INC,,8,1,13%,,,ALPHARETTA
SCICLONE PHARMACEUTICALS INC,,6,1,17%,Healthcare,California,FOSTER CITY
Science Applications International Corp,,8,2,25%,Technology,Virginia,MCLEAN
SCIENTIFIC GAMES CORP,,13,2,15%,Consumer Cyclical,Nevada,LAS VEGAS
SCORPIO BULKERS INC.,,7,0,0%,,,MONACO
SCORPIO TANKERS INC.,,8,1,13%,,,MONACO
SCOTTS MIRACLE-GRO CO,,10,3,30%,Basic Materials,Ohio,MARYSVILLE
Scripps Networks Interactive Inc.,,12,3,25%,Consumer Cyclical,Tennessee,KNOXVILLE
SEABOARD CORP /DE/,,5,0,0%,Industrials,Kansas,MERRIAM
SeaChange International Inc.,,6,1,17%,Technology,Massachusetts,Acton
SEACOAST BANKING CORP OF FLORIDA,,14,3,21%,,,STUART
SEACOR HOLDINGS INC /NEW/,,7,0,0%,Energy,Florida,FORT LAUDERDALE
SEALED AIR CORP/DE,,10,1,10%,Consumer Cyclical,North Carolina,CHARLOTTE
SEARS HOLDINGS CORP,,7,1,14%,Consumer Cyclical,Illinois,HOFFMAN ESTATES
Sears Hometown & Outlet Stores Inc.,,6,1,17%,Consumer Cyclical,Illinois,Hoffman Estates
SEATTLE GENETICS INC /WA,,8,1,13%,,,BOTHELL
SeaWorld Entertainment Inc.,,10,3,30%,Consumer Cyclical,Florida,ORLANDO
SecureWorks Corp,,8,1,13%,,,ATLANTA
Securian Financial Group Inc.,,11,3,27%,Financial Services,Minnesota,St. Paul
SEI INVESTMENTS CO,,6,2,33%,Financial Services,Pennsylvania,OAKS
SELECT COMFORT CORP,,10,5,50%,Consumer Cyclical,Minnesota,MINNEAPOLIS
Select Energy Services Inc.,,5,0,0%,,,GAINESVILLE
Select Income REIT,,5,1,20%,,,NEWTON
SELECT MEDICAL HOLDINGS CORP,,10,0,0%,Healthcare,Pennsylvania,MECHANICSBURG
SELECTIVE INSURANCE GROUP INC,,12,1,8%,Financial Services,New Jersey,BRANCHVILLE
SemGroup Corp,,7,1,14%,Energy,Oklahoma,TULSA
SEMPRA ENERGY,,13,5,38%,Utilities,California,SAN DIEGO
SEMTECH CORP,,9,2,22%,Technology,California,CAMARILLO
Seneca Foods Corp,,9,2,22%,,,MARION
SENIOR HOUSING PROPERTIES TRUST,,5,1,20%,Real Estate,Massachusetts,NEWTON
Sensata Technologies Holding N.V.,,10,2,20%,,,HENGELO
SENSIENT TECHNOLOGIES CORP,,11,3,27%,Basic Materials,Wisconsin,MILWAUKEE
Sentry Insurance Group,,10,3,30%,Financial Services,Wisconsin,Stevens Point
SEQUENTIAL BRANDS GROUP INC.,,8,2,25%,,,NEW YORK
Seres Therapeutics Inc.,,7,0,0%,,,CAMBRIDGE
Seritage Growth Properties,,6,0,0%,,,NEW YORK
SERVICE CORPORATION INTERNATIONAL,,11,1,9%,Consumer Cyclical,Texas,HOUSTON
SERVICEMASTER GLOBAL HOLDINGS INC,,8,2,25%,Industrials,Tennessee,MEMPHIS
ServiceNow Inc.,,10,2,20%,Technology,California,SANTA CLARA
SERVICESOURCE INTERNATIONAL INC.,,8,0,0%,Technology,California,SAN FRANCISCO
ServisFirst Bancshares Inc.,,6,0,0%,,,BIRMINGHAM
Severn Bancorp Inc.,,9,1,11%,Financial Services,Maryland,Annapolis
Shake Shack Inc.,,8,1,13%,,,NEW YORK
SHENANDOAH TELECOMMUNICATIONS CO/VA/,,9,2,22%,Communication Services,Virginia,EDINBURG
SHERWIN WILLIAMS CO,,11,2,18%,Basic Materials,Ohio,CLEVELAND
SHILOH INDUSTRIES INC,,9,0,0%,,,VALLEY CITY
Ship Finance International Limited,,6,1,17%,,,HAMILTON
SHOE CARNIVAL INC,,7,1,14%,,,EVANSVILLE
SHORE BANCSHARES INC,,12,1,8%,Financial Services,Maryland,EASTON
ShoreTel Inc,,8,2,25%,Technology,California,SUNNYVALE
SHUTTERFLY INC,,10,4,40%,Consumer Cyclical,California,REDWOOD CITY
Shutterstock Inc.,,5,1,20%,,,NEW YORK
SI Financial Group Inc.,,9,2,22%,,,WILLIMANTIC
SIENTRA INC.,,6,0,0%,,,SANTA BARBARA
SIERRA BANCORP,,10,1,10%,,,PORTERVILLE
SIGMA DESIGNS INC,,4,0,0%,,,FREMONT
SIGNATURE BANK,,9,2,22%,,,NEW YORK
SIGNET JEWELERS LTD,,12,4,33%,Consumer Cyclical,,HAMILTON
SILGAN HOLDINGS INC,,7,0,0%,Consumer Cyclical,Connecticut,STAMFORD
SILICON LABORATORIES INC,,8,1,13%,Technology,Texas,AUSTIN
SILVER SPRING NETWORKS INC,,9,1,11%,Technology,California,SAN JOSE
Silvercrest Asset Management Group Inc.,,5,0,0%,,,NEW YORK
SIMMONS FIRST NATIONAL CORP,,13,1,8%,Financial Services,Arkansas,PINE BLUFF
SIMON PROPERTY GROUP INC /DE/,,11,2,18%,Real Estate,Indiana,INDIANAPOLIS
SIMPSON MANUFACTURING CO INC /CA/,,8,4,50%,Industrials,California,PLEASANTON
SINCLAIR BROADCAST GROUP INC,,8,0,0%,Consumer Cyclical,Maryland,HUNT VALLEY
SIRIUS XM HOLDINGS INC.,,12,2,17%,Consumer Cyclical,New York,NEW YORK
Sirva Inc.,,9,1,11%,Industrials,Illinois,Westmont
SiteOne Landscape Supply Inc.,,10,1,10%,,,ROSWELL
Six Flags Entertainment Corp,,8,1,13%,,,GRAND PRAIRIE
SJW GROUP,,9,2,22%,Utilities,California,SAN JOSE
SKECHERS USA INC,,9,0,0%,Consumer Cyclical,California,MANHATTAN BEACH
SKYWEST INC,,10,1,10%,Industrials,Utah,ST. GEORGE
SKYWORKS SOLUTIONS INC.,,9,1,11%,Technology,Massachusetts,WOBURN
SL GREEN REALTY CORP,,9,2,22%,Real Estate,New York,NEW YORK
SLM CORP,,12,4,33%,Financial Services,Delaware,NEWARK
SM Energy Co,,8,1,13%,Energy,Colorado,DENVER
Smart & Final Stores Inc.,,9,1,11%,Consumer Defensive,California,COMMERCE
Smith & Wesson Holding Corporation,,9,1,11%,Industrials,Massachusetts,Springfield
SMITH A O CORP,,10,2,20%,Industrials,Wisconsin,MILWAUKEE
SNAP-ON Inc,,10,2,20%,Industrials,Wisconsin,KENOSHA
SNYDER'S-LANCE INC.,,12,1,8%,,,CHARLOTTE
SolarCity Corporation,,8,1,13%,Technology,California,San Mateo
Solaris Oilfield Infrastructure Inc.,,7,0,0%,,,HOUSTON
SONIC AUTOMOTIVE INC,,9,0,0%,Consumer Cyclical,North Carolina,CHARLOTTE
SONIC CORP,,12,4,33%,,,OKLAHOMA CITY
SONOCO PRODUCTS CO,,13,2,15%,Consumer Cyclical,South Carolina,HARTSVILLE
SONUS NETWORKS INC,,8,2,25%,Technology,Massachusetts,WESTFORD
SOTHEBYS,,12,3,25%,,,NEW YORK
Sotherly Hotels Inc.,,7,0,0%,Real Estate,Virginia,Williamsburg
SOUTH JERSEY INDUSTRIES INC,,11,3,27%,,,FOLSOM
SOUTH STATE Corp,,13,2,15%,,,COLUMBIA
SOUTHERN CO,,15,3,20%,Utilities,Georgia,ATLANTA
SOUTHERN COPPER CORP/,,10,0,0%,Basic Materials,Arizona,PHOENIX
SOUTHERN FIRST BANCSHARES INC,,10,1,10%,,,GREENVILLE
SOUTHERN MISSOURI BANCORP INC,,9,1,11%,Financial Services,Missouri,POPLAR BLUFF
Southern National Bancorp of Virginia Inc,,6,1,17%,Financial Services,Virginia,MCLEAN
SOUTHSIDE BANCSHARES INC,,15,2,13%,,,TYLER
SOUTHWEST AIRLINES CO,,11,3,27%,Industrials,Texas,DALLAS
SOUTHWEST BANCORP INC,,12,2,17%,,,STILLWATER
Southwest Gas Holdings Inc.,,10,1,10%,Utilities,Nevada,LAS VEGAS
SOUTHWESTERN ENERGY CO,,8,1,13%,Energy,Texas,SPRING
SP Plus Corp,,8,1,13%,,,CHICAGO
Spanish Broadcasting System Inc.,,8,0,0%,Consumer Cyclical,Florida,Miami
Spark Energy Inc.,,5,0,0%,,,HOUSTON
Spark Therapeutics Inc.,,9,2,22%,,,PHILADELPHIA
SPARTAN MOTORS INC,,7,0,0%,,,CHARLOTTE
SpartanNash Co,,11,3,27%,Consumer Defensive,Michigan,GRAND RAPIDS
SPARTON CORP,,8,0,0%,,,SCHAUMBURG
Spectra Energy Corporation,,11,2,18%,Energy,Texas,Houston
SPECTRANETICS CORP,,8,2,25%,Healthcare,Colorado,COLORADO SPRINGS
Spectrum Brands Holdings Inc.,,8,0,0%,Consumer Defensive,Wisconsin,MIDDLETON
SPECTRUM PHARMACEUTICALS INC,,7,0,0%,,,HENDERSON
Speed Commerce Inc.,,1,0,0%,Technology,Texas,Richardson
SPEEDWAY MOTORSPORTS INC,,7,0,0%,,,CONCORD
Spherix Inc.,,5,0,0%,Industrials,New York,New York
SPIRE INC,,8,4,50%,Utilities,Missouri,ST. LOUIS
Spirit AeroSystems Holdings Inc.,,9,1,11%,Industrials,Kansas,WICHITA
Spirit Airlines Inc.,,8,2,25%,Industrials,Florida,MIRAMAR
Spirit Realty Capital Inc.,,9,2,22%,,,DALLAS
SPLUNK INC,,9,1,11%,Technology,California,SAN FRANCISCO
Spok Holdings Inc.,,7,1,14%,Communication Services,Virginia,SPRINGFIELD
SPORTSMAN'S WAREHOUSE HOLDINGS INC.,,6,0,0%,,,MIDVALE
Sprague Resources LP,,8,2,25%,Energy,New Hampshire,Portsmouth
SPRINT Corp,,8,1,13%,Communication Services,Kansas,OVERLAND PARK
Sprouts Farmers Market Inc.,,7,2,29%,Consumer Defensive,Arizona,PHOENIX
SPS COMMERCE INC,,7,1,14%,,,MINNEAPOLIS
SPX CORP,,6,2,33%,Industrials,North Carolina,CHARLOTTE
SPX FLOW Inc.,,7,1,14%,Industrials,North Carolina,CHARLOTTE
SQUARE INC.,,8,2,25%,,,SAN FRANCISCO
SRC Energy Inc.,,5,0,0%,,,DENVER
SS&C Technologies Holdings Inc,,7,1,14%,,,WINDSOR
ST JOE CO,,8,0,0%,Real Estate,Florida,WATERSOUND
STAAR SURGICAL CO,,5,1,20%,Healthcare,California,MONROVIA
STAG Industrial Inc.,,7,0,0%,,,BOSTON
STAMPS.COM INC,,6,0,0%,Technology,California,EL SEGUNDO
STANDARD MOTOR PRODUCTS INC,,11,2,18%,,,LONG ISLAND CITY
STANDEX INTERNATIONAL CORP/DE/,,8,0,0%,,,SALEM
STANLEY BLACK & DECKER INC.,,10,3,30%,Industrials,Connecticut,NEW BRITAIN
Stanley Furniture Company Inc.,,6,0,0%,Consumer Cyclical,North Carolina,High Point
STAPLES INC,,10,3,30%,Consumer Cyclical,Massachusetts,FRAMINGHAM
STARBUCKS CORP,,14,4,29%,Consumer Cyclical,Washington,SEATTLE
StarTek Inc.,,6,0,0%,,,GREENWOOD VILLAGE
STARWOOD PROPERTY TRUST INC.,,6,1,17%,,,GREENWICH
State Auto Financial Corporation,,8,3,38%,,,COLUMBUS
STATE BANK FINANCIAL CORP,,11,3,27%,,,ATLANTA
State Farm Mutual Automobile Insurance Company,,11,2,18%,Financial Services,Illinois,Bloomington
State National Companies Inc.,,5,1,20%,,,BEDFORD
STATE STREET CORP,,10,3,30%,Financial Services,Massachusetts,BOSTON
STEEL DYNAMICS INC,,10,1,10%,Basic Materials,Indiana,FORT WAYNE
STEELCASE INC,,12,4,33%,Industrials,Michigan,GRAND RAPIDS
Stein Mart Inc.,,9,1,11%,Consumer Cyclical,Florida,Jacksonville
STEMLINE THERAPEUTICS INC,,5,0,0%,,,NEW YORK
STEPAN CO,,8,1,13%,Basic Materials,Illinois,NORTHFIELD
STERICYCLE INC,,10,1,10%,Industrials,Illinois,LAKE FOREST
Steris plc,,11,2,18%,,,LEICESTER
STERLING BANCORP,,11,1,9%,,,MONTEBELLO
STERLING CONSTRUCTION CO INC,,7,1,14%,,,THE WOODLANDS
STEVEN MADDEN LTD.,,8,2,25%,,,LONG ISLAND CITY
STEWART INFORMATION SERVICES CORP,,9,0,0%,Financial Services,Texas,HOUSTON
STIFEL FINANCIAL CORP,,12,2,17%,Financial Services,Missouri,ST. LOUIS
Stock Yards Bancorp Inc.,,11,2,18%,Financial Services,Kentucky,LOUISVILLE
STONE ENERGY CORP,,10,2,20%,Energy,Louisiana,LAFAYETTE
Stonegate Bank,,9,0,0%,,,POMPANO BEACH
STONERIDGE INC,,8,1,13%,,,NOVI
STORE CAPITAL Corp,,8,1,13%,,,SCOTTSDALE
Straight Path Communications Inc.,,4,0,0%,,,GLEN ALLEN
STRATUS PROPERTIES INC,,7,1,14%,,,AUSTIN
STRAYER EDUCATION INC,,10,1,10%,Consumer Defensive,Virginia,HERNDON
STRYKER CORP,,8,2,25%,Healthcare,Michigan,KALAMAZOO
STURM RUGER & CO INC,,9,1,11%,,,SOUTHPORT
Sucampo Pharmaceuticals Inc.,,6,1,17%,Healthcare,Maryland,ROCKVILLE
SUMMIT FINANCIAL GROUP INC,,16,1,6%,,,MOOREFIELD
Summit Hotel Properties Inc.,,5,0,0%,,,AUSTIN
Summit Materials Inc.,,8,1,13%,,,DENVER
SUN BANCORP INC /NJ/,,11,1,9%,,,MOUNT LAUREL
SUN COMMUNITIES INC,,6,1,17%,,,SOUTHFIELD
SUN HYDRAULICS CORP,,9,1,11%,Industrials,Florida,SARASOTA
SunCoke Energy Inc.,,7,0,0%,Basic Materials,Illinois,LISLE
SunEdison Inc,,8,2,25%,Technology,Missouri,Maryland Heights
Sunesis Pharmaceuticals Inc.,,9,0,0%,Healthcare,California,South San Francisco
SunGard Data Systems Inc (FIS),,9,1,11%,Technology,Pennsylvania,Wayne
Sunoco Logistics Partners,,7,0,0%,Energy,Pennsylvania,Philadelphia
SUNPOWER CORP,,9,2,22%,Technology,California,SAN JOSE
Sunrun Inc.,,7,3,43%,,,SAN FRANCISCO
Sunstone Hotel Investors Inc.,,8,1,13%,Real Estate,California,ALISO VIEJO
SUNTRUST BANKS INC,,12,3,25%,Financial Services,Georgia,ATLANTA
Super Micro Computer Inc.,,8,3,38%,Technology,California,SAN JOSE
SUPERIOR ENERGY SERVICES INC,,8,1,13%,Energy,Texas,HOUSTON
SUPERIOR INDUSTRIES INTERNATIONAL INC,,8,1,13%,,,SOUTHFIELD
SUPERIOR UNIFORM GROUP INC,,6,1,17%,Consumer Cyclical,Florida,SEMINOLE
SUPERNUS PHARMACEUTICALS INC,,6,0,0%,,,ROCKVILLE
SUPERVALU INC,,9,2,22%,Consumer Defensive,Minnesota,EDEN PRAIRIE
SUPREME INDUSTRIES INC,,10,0,0%,,,GOSHEN
Surgery Partners Inc.,,6,1,17%,,,NASHVILLE
SURMODICS INC,,6,1,17%,Healthcare,Minnesota,EDEN PRAIRIE
SurveyMonkey,,9,3,33%,,California,San Mateo
SVB FINANCIAL GROUP,,11,3,27%,Financial Services,California,SANTA CLARA
SWIFT TRANSPORTATION CO,,6,0,0%,Industrials,Arizona,PHOENIX
SYKES ENTERPRISES INC,,9,2,22%,Technology,Florida,TAMPA
SYMANTEC CORP,,11,3,27%,Technology,California,MOUNTAIN VIEW
SYNAPTICS INC,,8,0,0%,Technology,California,SAN JOSE
SYNCHRONOSS TECHNOLOGIES INC,,6,0,0%,,,BRIDGEWATER
Synchrony Financial,,9,3,33%,,,STAMFORD
Syndax Pharmaceuticals Inc,,7,0,0%,,,WALTHAM
SYNERGY PHARMACEUTICALS INC.,,7,0,0%,,,NEW YORK
SYNNEX CORP,,11,2,18%,Industrials,California,FREMONT
SYNOPSYS INC,,10,3,30%,Technology,California,MOUNTAIN VIEW
SYNOVUS FINANCIAL CORP,,12,2,17%,Financial Services,Georgia,COLUMBUS
SYNTEL INC,,8,1,13%,,,TROY
Synutra International Inc.,,7,2,29%,Consumer Defensive,Maryland,Rockville
SYROS PHARMACEUTICALS INC.,,9,3,33%,,,CAMBRIDGE
